name,price,currency,quality,purchase_URL,image_URL
1122,0.0082,ETH,4,https://tokentrove.com/GodsUnchainedCards/1122-4,https://card.godsunchained.com/?id=1122&q=4&w=512&png=true
1123,0.0717,ETH,4,https://tokentrove.com/GodsUnchainedCards/1123-4,https://card.godsunchained.com/?id=1123&q=4&w=512&png=true
1124,0.0205,ETH,4,https://tokentrove.com/GodsUnchainedCards/1124-4,https://card.godsunchained.com/?id=1124&q=4&w=512&png=true
1125,0.0103,ETH,4,https://tokentrove.com/GodsUnchainedCards/1125-4,https://card.godsunchained.com/?id=1125&q=4&w=512&png=true
1126,4.2025,ETH,4,https://tokentrove.com/GodsUnchainedCards/1126-4,https://card.godsunchained.com/?id=1126&q=4&w=512&png=true
1127,0.0717,ETH,4,https://tokentrove.com/GodsUnchainedCards/1127-4,https://card.godsunchained.com/?id=1127&q=4&w=512&png=true
1128,0.0103,ETH,4,https://tokentrove.com/GodsUnchainedCards/1128-4,https://card.godsunchained.com/?id=1128&q=4&w=512&png=true
1129,1.5272,ETH,4,https://tokentrove.com/GodsUnchainedCards/1129-4,https://card.godsunchained.com/?id=1129&q=4&w=512&png=true
113,2969.9375,ETH,1,https://tokentrove.com/GodsUnchainedCards/113-1,https://card.godsunchained.com/?id=113&q=1&w=512&png=true
113,205.0,ETH,2,https://tokentrove.com/GodsUnchainedCards/113-2,https://card.godsunchained.com/?id=113&q=2&w=512&png=true
113,23.985,ETH,3,https://tokentrove.com/GodsUnchainedCards/113-3,https://card.godsunchained.com/?id=113&q=3&w=512&png=true
113,2.665,ETH,4,https://tokentrove.com/GodsUnchainedCards/113-4,https://card.godsunchained.com/?id=113&q=4&w=512&png=true
1130,0.0307,ETH,4,https://tokentrove.com/GodsUnchainedCards/1130-4,https://card.godsunchained.com/?id=1130&q=4&w=512&png=true
1131,0.041,ETH,4,https://tokentrove.com/GodsUnchainedCards/1131-4,https://card.godsunchained.com/?id=1131&q=4&w=512&png=true
1132,0.0307,ETH,4,https://tokentrove.com/GodsUnchainedCards/1132-4,https://card.godsunchained.com/?id=1132&q=4&w=512&png=true
1133,0.0195,ETH,4,https://tokentrove.com/GodsUnchainedCards/1133-4,https://card.godsunchained.com/?id=1133&q=4&w=512&png=true
